 推荐电影「放牛班的春天」,推荐原因：豆瓣电影Top250,豆瓣评分：9.3,电影类型：音乐,上映年份：2004 
 推荐电影「海上钢琴师」,推荐原因：豆瓣电影Top250,豆瓣评分：9.3,电影类型：音乐,上映年份：1998 
 推荐电影「钢琴家」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：音乐,上映年份：2002 
 推荐电影「爆裂鼓手」,推荐原因：豆瓣电影Top250,豆瓣评分：8.7,电影类型：音乐,上映年份：2014 
 推荐电影「神秘巨星」,推荐原因：你标记的「想看」,豆瓣评分：7.7,电影类型：音乐,上映年份：2017 
 推荐电影「莫扎特传」,推荐原因：第57届奥斯卡金像奖,豆瓣评分：8.7,电影类型：音乐,上映年份：1984 
