 推荐电影「教父」,推荐原因：豆瓣电影Top250,豆瓣评分：9.3,电影类型：犯罪,上映年份：1972 
 推荐电影「美国往事」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：犯罪,上映年份：1984 
 推荐电影「教父2」,推荐原因：豆瓣电影Top250,豆瓣评分：9.2,电影类型：犯罪,上映年份：1974 
 推荐电影「完美的世界」,推荐原因：豆瓣电影Top250,豆瓣评分：9.1,电影类型：犯罪,上映年份：1993 
 推荐电影「上帝之城」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：犯罪,上映年份：2002 
 推荐电影「教父3」,推荐原因：豆瓣电影Top250,豆瓣评分：8.9,电影类型：犯罪,上映年份：1990 
 推荐电影「可可西里」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：犯罪,上映年份：2004 
 推荐电影「牯岭街少年杀人事件」,推荐原因：豆瓣电影Top250,豆瓣评分：8.8,电影类型：犯罪,上映年份：1991 
 推荐电影「无耻混蛋」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：犯罪,上映年份：2009 
 推荐电影「战争之王」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：犯罪,上映年份：2005 
 推荐电影「撞车」,推荐原因：豆瓣电影Top250,豆瓣评分：8.6,电影类型：犯罪,上映年份：2004 
 推荐电影「疯狂的石头」,推荐原因：豆瓣电影Top250,豆瓣评分：8.5,电影类型：犯罪,上映年份：2006 
 推荐电影「猜火车」,推荐原因：豆瓣电影Top250,豆瓣评分：8.5,电影类型：犯罪,上映年份：1996 
 推荐电影「新世界」,推荐原因：你标记的「想看」,豆瓣评分：8.8,电影类型：犯罪,上映年份：2013 
 推荐电影「三块广告牌」,推荐原因：你标记的「想看」,豆瓣评分：8.7,电影类型：犯罪,上映年份：2017 
 推荐电影「老千」,推荐原因：你标记的「想看」,豆瓣评分：7.6,电影类型：犯罪,上映年份：2006 
 推荐电影「悲惨世界」,推荐原因：近期上映电影,豆瓣评分：8.1,电影类型：犯罪,上映年份：2019 
 推荐电影「树大招风 」,推荐原因：第36届香港电影金像奖最佳影片,豆瓣评分：8.1,电影类型：犯罪,上映年份：2016 
 推荐电影「速度与激情7」,推荐原因：根据你喜欢的「湄公河行动」推荐,豆瓣评分：8.3,电影类型：犯罪,上映年份：2015 
 推荐电影「夜行者」,推荐原因：根据你喜欢的「恐袭波士顿」推荐,豆瓣评分：8.3,电影类型：犯罪,上映年份：2014 
 推荐电影「骡子」,推荐原因：根据你喜欢的「恐袭波士顿」推荐,豆瓣评分：8.0,电影类型：犯罪,上映年份：2018 
 推荐电影「赴汤蹈火」,推荐原因：根据你喜欢的「恐袭波士顿」推荐,豆瓣评分：8.0,电影类型：犯罪,上映年份：2016 
 推荐电影「解救吾先生」,推荐原因：根据你喜欢的「寒战2」推荐,豆瓣评分：7.7,电影类型：犯罪,上映年份：2015 
 推荐电影「铤而走险」,推荐原因：根据你喜欢的「沉默的证人」推荐,豆瓣评分：6.1,电影类型：犯罪,上映年份：2019 
 推荐电影「催眠·裁决」,推荐原因：根据你喜欢的「沉默的证人」推荐,豆瓣评分：5.8,电影类型：犯罪,上映年份：2019 
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,2,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,3,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,4,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
,5,,,
